dcu_id,tank_id,sensor_node_id,date_and_time,water_temperature,ph_value,salinity,dissolved_oxygen
dcu0000,tank0001,t001n006,2019-08-22 00:15:00.000+1000,5.1,8.2,34.7,18.0
dcu0000,tank0001,t001n007,2019-08-22 00:15:00.000+1000,5.1,8.0,36.1,18.0
dcu0000,tank0001,t001n008,2019-08-22 00:15:00.000+1000,5.1,7.9,37.9,18.0
dcu0000,tank0001,t001n009,2019-08-22 00:15:00.000+1000,5.1,8.4,43.8,18.0
dcu0000,tank0002,t002n000,2019-08-22 00:15:00.000+1000,5.1,7.8,42.8,18.0
dcu0000,tank0002,t002n001,2019-08-22 00:15:00.000+1000,5.1,7.9,46.4,18.0
dcu0000,tank0002,t002n002,2019-08-22 00:15:00.000+1000,5.1,8.5,43.4,18.0
dcu0000,tank0002,t002n003,2019-08-22 00:15:00.000+1000,5.1,8.2,42.6,18.0
dcu0000,tank0002,t002n004,2019-08-22 00:15:00.000+1000,5.1,7.7,33.6,18.0
dcu0000,tank0002,t002n005,2019-08-22 00:15:00.000+1000,5.1,7.9,34.5,18.0
dcu0000,tank0002,t002n006,2019-08-22 00:15:00.000+1000,5.1,8.3,40.2,18.0
dcu0000,tank0002,t002n007,2019-08-22 00:15:00.000+1000,5.1,8.3,37.8,18.0
dcu0000,tank0002,t002n008,2019-08-22 00:15:00.000+1000,5.1,8.0,46.4,18.0
dcu0000,tank0002,t002n009,2019-08-22 00:15:00.000+1000,5.1,8.4,35.3,18.0
dcu0000,tank0003,t003n000,2019-08-22 00:15:00.000+1000,5.1,7.8,46.6,18.0
dcu0000,tank0003,t003n001,2019-08-22 00:15:00.000+1000,5.1,7.6,33.0,18.0
dcu0000,tank0003,t003n002,2019-08-22 00:15:00.000+1000,5.1,8.4,37.4,18.0
dcu0000,tank0003,t003n003,2019-08-22 00:15:00.000+1000,5.1,7.7,33.8,18.0
dcu0000,tank0003,t003n004,2019-08-22 00:15:00.000+1000,5.1,7.9,45.6,18.0
dcu0000,tank0003,t003n005,2019-08-22 00:15:00.000+1000,5.1,8.2,43.3,18.0
dcu0000,tank0003,t003n006,2019-08-22 00:15:00.000+1000,5.1,8.1,40.0,18.0
dcu0000,tank0003,t003n007,2019-08-22 00:15:00.000+1000,5.1,7.8,35.1,18.0
dcu0000,tank0003,t003n008,2019-08-22 00:15:00.000+1000,5.1,8.2,41.1,18.0
dcu0000,tank0003,t003n009,2019-08-22 00:15:00.000+1000,5.1,7.6,37.8,18.0
dcu0000,tank0004,t004n000,2019-08-22 00:15:00.000+1000,5.1,7.6,47.3,18.0
dcu0000,tank0004,t004n001,2019-08-22 00:15:00.000+1000,5.1,8.3,37.0,18.0
dcu0000,tank0004,t004n002,2019-08-22 00:15:00.000+1000,5.1,7.7,39.8,18.0
dcu0000,tank0004,t004n003,2019-08-22 00:15:00.000+1000,5.1,7.8,34.2,18.0
dcu0000,tank0004,t004n004,2019-08-22 00:15:00.000+1000,5.1,7.6,48.4,18.0
dcu0000,tank0004,t004n005,2019-08-22 00:15:00.000+1000,5.1,8.3,33.0,18.0
dcu0000,tank0004,t004n006,2019-08-22 00:15:00.000+1000,5.1,7.6,41.1,18.0
dcu0000,tank0004,t004n007,2019-08-22 00:15:00.000+1000,5.1,7.9,48.2,18.0
dcu0000,tank0004,t004n008,2019-08-22 00:15:00.000+1000,5.1,8.3,34.8,18.0
dcu0000,tank0004,t004n009,2019-08-22 00:15:00.000+1000,5.1,7.6,37.9,18.0
dcu0000,tank0000,t000n000,2019-08-22 00:30:00.000+1000,5.0,8.3,44.6,18.0
dcu0000,tank0000,t000n001,2019-08-22 00:30:00.000+1000,5.0,8.1,39.7,18.0
dcu0000,tank0000,t000n002,2019-08-22 00:30:00.000+1000,5.0,7.7,36.7,18.0
dcu0000,tank0000,t000n003,2019-08-22 00:30:00.000+1000,5.0,7.8,33.1,18.0
dcu0000,tank0000,t000n004,2019-08-22 00:30:00.000+1000,5.0,8.1,47.5,18.0
dcu0000,tank0000,t000n005,2019-08-22 00:30:00.000+1000,5.0,8.4,47.8,18.0
dcu0000,tank0000,t000n006,2019-08-22 00:30:00.000+1000,5.0,7.6,36.3,18.0
dcu0000,tank0000,t000n007,2019-08-22 00:30:00.000+1000,5.0,8.4,34.3,18.0
dcu0000,tank0000,t000n008,2019-08-22 00:30:00.000+1000,5.0,8.0,31.3,18.0
dcu0000,tank0000,t000n009,2019-08-22 00:30:00.000+1000,5.0,7.7,47.8,18.0
dcu0000,tank0001,t001n000,2019-08-22 00:30:00.000+1000,5.0,8.1,49.5,18.0
dcu0000,tank0001,t001n001,2019-08-22 00:30:00.000+1000,5.0,8.2,48.3,18.0
dcu0000,tank0001,t001n002,2019-08-22 00:30:00.000+1000,5.0,8.3,41.7,18.0
dcu0000,tank0001,t001n003,2019-08-22 00:30:00.000+1000,5.0,8.5,31.1,18.0
dcu0000,tank0001,t001n004,2019-08-22 00:30:00.000+1000,5.0,8.3,49.8,18.0
dcu0000,tank0001,t001n005,2019-08-22 00:30:00.000+1000,5.0,8.2,31.3,18.0
dcu0000,tank0001,t001n006,2019-08-22 00:30:00.000+1000,5.0,8.2,48.5,18.0
dcu0000,tank0001,t001n007,2019-08-22 00:30:00.000+1000,5.0,8.3,31.4,18.0
dcu0000,tank0001,t001n008,2019-08-22 00:30:00.000+1000,5.0,8.2,38.7,18.0
dcu0000,tank0001,t001n009,2019-08-22 00:30:00.000+1000,5.0,8.2,46.8,18.0
dcu0000,tank0002,t002n000,2019-08-22 00:30:00.000+1000,5.0,8.0,40.9,18.0
dcu0000,tank0002,t002n001,2019-08-22 00:30:00.000+1000,5.0,7.6,48.8,18.0
dcu0000,tank0002,t002n002,2019-08-22 00:30:00.000+1000,5.0,8.3,45.4,18.0
dcu0000,tank0002,t002n003,2019-08-22 00:30:00.000+1000,5.0,7.5,43.4,18.0
dcu0000,tank0002,t002n004,2019-08-22 00:30:00.000+1000,5.0,8.4,35.9,18.0
dcu0000,tank0002,t002n005,2019-08-22 00:30:00.000+1000,5.0,8.2,45.0,18.0
dcu0000,tank0002,t002n006,2019-08-22 00:30:00.000+1000,5.0,8.1,48.8,18.0
dcu0000,tank0002,t002n007,2019-08-22 00:30:00.000+1000,5.0,7.7,42.5,18.0
dcu0000,tank0002,t002n008,2019-08-22 00:30:00.000+1000,5.0,7.7,42.7,18.0
dcu0000,tank0002,t002n009,2019-08-22 00:30:00.000+1000,5.0,8.1,49.6,18.0
dcu0000,tank0003,t003n000,2019-08-22 00:30:00.000+1000,5.0,8.3,37.9,18.0
dcu0000,tank0003,t003n001,2019-08-22 00:30:00.000+1000,5.0,8.0,45.5,18.0
dcu0000,tank0003,t003n002,2019-08-22 00:30:00.000+1000,5.0,7.8,33.3,18.0
dcu0000,tank0003,t003n003,2019-08-22 00:30:00.000+1000,5.0,7.6,43.8,18.0
dcu0000,tank0003,t003n004,2019-08-22 00:30:00.000+1000,5.0,8.0,49.7,18.0
dcu0000,tank0003,t003n005,2019-08-22 00:30:00.000+1000,5.0,7.8,39.5,18.0
dcu0000,tank0003,t003n006,2019-08-22 00:30:00.000+1000,5.0,8.1,30.8,18.0
dcu0000,tank0003,t003n007,2019-08-22 00:30:00.000+1000,5.0,8.2,48.4,18.0
dcu0000,tank0003,t003n008,2019-08-22 00:30:00.000+1000,5.0,7.7,33.1,18.0
dcu0000,tank0003,t003n009,2019-08-22 00:30:00.000+1000,5.0,8.0,43.3,18.0
dcu0000,tank0004,t004n000,2019-08-22 00:30:00.000+1000,5.0,7.8,35.2,18.0
dcu0000,tank0004,t004n001,2019-08-22 00:30:00.000+1000,5.0,8.2,34.1,18.0
dcu0000,tank0004,t004n002,2019-08-22 00:30:00.000+1000,5.0,7.5,48.1,18.0
dcu0000,tank0004,t004n003,2019-08-22 00:30:00.000+1000,5.0,7.7,40.7,18.0
dcu0000,tank0004,t004n004,2019-08-22 00:30:00.000+1000,5.0,8.3,30.5,18.0
dcu0000,tank0004,t004n005,2019-08-22 00:30:00.000+1000,5.0,8.3,31.3,18.0
dcu0000,tank0004,t004n006,2019-08-22 00:30:00.000+1000,5.0,8.1,36.4,18.0
dcu0000,tank0004,t004n007,2019-08-22 00:30:00.000+1000,5.0,7.6,33.3,18.0
dcu0000,tank0004,t004n008,2019-08-22 00:30:00.000+1000,5.0,8.5,40.1,18.0
dcu0000,tank0004,t004n009,2019-08-22 00:30:00.000+1000,5.0,8.4,45.4,18.0
dcu0000,tank0000,t000n000,2019-08-22 00:45:00.000+1000,4.9,8.1,46.3,18.0
dcu0000,tank0000,t000n001,2019-08-22 00:45:00.000+1000,4.9,7.8,30.9,18.0
dcu0000,tank0000,t000n002,2019-08-22 00:45:00.000+1000,4.9,7.9,45.6,18.0
dcu0000,tank0000,t000n003,2019-08-22 00:45:00.000+1000,4.9,8.0,47.5,18.0
dcu0000,tank0000,t000n004,2019-08-22 00:45:00.000+1000,4.9,7.8,34.4,18.0
dcu0000,tank0000,t000n005,2019-08-22 00:45:00.000+1000,4.9,7.7,40.7,18.0
dcu0000,tank0000,t000n006,2019-08-22 00:45:00.000+1000,4.9,8.2,46.4,18.0
dcu0000,tank0000,t000n007,2019-08-22 00:45:00.000+1000,4.9,8.4,34.3,18.0
dcu0000,tank0000,t000n008,2019-08-22 00:45:00.000+1000,4.9,8.2,39.2,18.0
dcu0000,tank0000,t000n009,2019-08-22 00:45:00.000+1000,4.9,8.4,43.4,18.0
dcu0000,tank0001,t001n000,2019-08-22 00:45:00.000+1000,4.9,7.7,44.4,18.0
dcu0000,tank0001,t001n001,2019-08-22 00:45:00.000+1000,4.9,7.8,37.8,18.0
dcu0000,tank0001,t001n002,2019-08-22 00:45:00.000+1000,4.9,7.6,39.3,18.0
dcu0000,tank0001,t001n003,2019-08-22 00:45:00.000+1000,4.9,7.9,47.8,18.0
dcu0000,tank0001,t001n004,2019-08-22 00:45:00.000+1000,4.9,8.3,42.2,18.0
dcu0000,tank0001,t001n005,2019-08-22 00:45:00.000+1000,4.9,8.3,49.6,18.0
dcu0000,tank0001,t001n006,2019-08-22 00:45:00.000+1000,4.9,7.8,39.1,18.0
dcu0000,tank0001,t001n007,2019-08-22 00:45:00.000+1000,4.9,8.1,41.7,18.0
dcu0000,tank0001,t001n008,2019-08-22 00:45:00.000+1000,4.9,7.6,47.2,18.0
dcu0000,tank0001,t001n009,2019-08-22 00:45:00.000+1000,4.9,7.5,48.9,18.0
dcu0000,tank0002,t002n000,2019-08-22 00:45:00.000+1000,4.9,8.1,46.8,18.0
dcu0000,tank0002,t002n001,2019-08-22 00:45:00.000+1000,4.9,7.7,40.8,18.0
dcu0000,tank0002,t002n002,2019-08-22 00:45:00.000+1000,4.9,7.6,42.1,18.0
dcu0000,tank0002,t002n003,2019-08-22 00:45:00.000+1000,4.9,7.9,49.6,18.0
dcu0000,tank0002,t002n004,2019-08-22 00:45:00.000+1000,4.9,8.1,37.8,18.0
dcu0000,tank0002,t002n005,2019-08-22 00:45:00.000+1000,4.9,8.3,44.0,18.0
dcu0000,tank0002,t002n006,2019-08-22 00:45:00.000+1000,4.9,8.1,43.4,18.0
dcu0000,tank0002,t002n007,2019-08-22 00:45:00.000+1000,4.9,7.8,45.8,18.0
dcu0000,tank0002,t002n008,2019-08-22 00:45:00.000+1000,4.9,8.0,36.0,18.0
dcu0000,tank0002,t002n009,2019-08-22 00:45:00.000+1000,4.9,8.3,45.6,18.0
dcu0000,tank0003,t003n000,2019-08-22 00:45:00.000+1000,4.9,7.9,37.8,18.0
dcu0000,tank0003,t003n001,2019-08-22 00:45:00.000+1000,4.9,8.1,40.8,18.0
dcu0000,tank0003,t003n002,2019-08-22 00:45:00.000+1000,4.9,8.0,37.9,18.0
dcu0000,tank0003,t003n003,2019-08-22 00:45:00.000+1000,4.9,8.5,43.4,18.0
dcu0000,tank0003,t003n004,2019-08-22 00:45:00.000+1000,4.9,8.3,49.3,18.0
dcu0000,tank0003,t003n005,2019-08-22 00:45:00.000+1000,4.9,8.2,49.5,18.0
dcu0000,tank0003,t003n006,2019-08-22 00:45:00.000+1000,4.9,7.7,42.7,18.0
dcu0000,tank0003,t003n007,2019-08-22 00:45:00.000+1000,4.9,8.3,43.5,18.0
dcu0000,tank0003,t003n008,2019-08-22 00:45:00.000+1000,4.9,8.0,35.4,18.0
dcu0000,tank0003,t003n009,2019-08-22 00:45:00.000+1000,4.9,8.4,48.1,18.0
dcu0000,tank0004,t004n000,2019-08-22 00:45:00.000+1000,4.9,8.3,40.7,18.0
dcu0000,tank0004,t004n001,2019-08-22 00:45:00.000+1000,4.9,7.9,30.7,18.0
dcu0000,tank0004,t004n002,2019-08-22 00:45:00.000+1000,4.9,7.7,36.7,18.0
dcu0000,tank0004,t004n003,2019-08-22 00:45:00.000+1000,4.9,8.1,32.1,18.0
dcu0000,tank0004,t004n004,2019-08-22 00:45:00.000+1000,4.9,7.7,35.8,18.0
dcu0000,tank0004,t004n005,2019-08-22 00:45:00.000+1000,4.9,7.6,35.1,18.0
dcu0000,tank0004,t004n006,2019-08-22 00:45:00.000+1000,4.9,8.3,47.3,18.0
dcu0000,tank0004,t004n007,2019-08-22 00:45:00.000+1000,4.9,7.9,46.5,18.0
dcu0000,tank0004,t004n008,2019-08-22 00:45:00.000+1000,4.9,8.3,42.7,18.0
dcu0000,tank0004,t004n009,2019-08-22 00:45:00.000+1000,4.9,8.2,32.8,18.0
dcu0000,tank0000,t000n000,2019-08-22 01:00:00.000+1000,4.8,8.5,41.0,18.1
dcu0000,tank0000,t000n001,2019-08-22 01:00:00.000+1000,4.8,8.4,38.3,18.1
dcu0000,tank0000,t000n002,2019-08-22 01:00:00.000+1000,4.8,8.4,45.8,18.1
dcu0000,tank0000,t000n003,2019-08-22 01:00:00.000+1000,4.8,7.7,44.0,18.1
dcu0000,tank0000,t000n004,2019-08-22 01:00:00.000+1000,4.8,7.6,49.7,18.1
dcu0000,tank0000,t000n005,2019-08-22 01:00:00.000+1000,4.8,8.4,45.4,18.1
dcu0000,tank0000,t000n006,2019-08-22 01:00:00.000+1000,4.8,7.9,49.6,18.1
dcu0000,tank0000,t000n007,2019-08-22 01:00:00.000+1000,4.8,8.5,33.8,18.1
dcu0000,tank0000,t000n008,2019-08-22 01:00:00.000+1000,4.8,7.9,40.4,18.1
dcu0000,tank0000,t000n009,2019-08-22 01:00:00.000+1000,4.8,8.4,43.6,18.1
dcu0000,tank0001,t001n000,2019-08-22 01:00:00.000+1000,4.8,7.7,37.3,18.1
dcu0000,tank0001,t001n001,2019-08-22 01:00:00.000+1000,4.8,7.9,49.6,18.1
dcu0000,tank0001,t001n002,2019-08-22 01:00:00.000+1000,4.8,8.3,35.8,18.1
dcu0000,tank0001,t001n003,2019-08-22 01:00:00.000+1000,4.8,8.1,33.2,18.1
dcu0000,tank0001,t001n004,2019-08-22 01:00:00.000+1000,4.8,8.1,38.8,18.1
dcu0000,tank0001,t001n005,2019-08-22 01:00:00.000+1000,4.8,8.3,31.6,18.1
dcu0000,tank0001,t001n006,2019-08-22 01:00:00.000+1000,4.8,8.2,35.5,18.1
dcu0000,tank0001,t001n007,2019-08-22 01:00:00.000+1000,4.8,7.7,39.0,18.1
dcu0000,tank0001,t001n008,2019-08-22 01:00:00.000+1000,4.8,8.3,33.3,18.1
dcu0000,tank0001,t001n009,2019-08-22 01:00:00.000+1000,4.8,8.0,38.8,18.1
dcu0000,tank0002,t002n000,2019-08-22 01:00:00.000+1000,4.8,8.2,33.7,18.1
dcu0000,tank0002,t002n001,2019-08-22 01:00:00.000+1000,4.8,8.3,34.5,18.1
dcu0000,tank0002,t002n002,2019-08-22 01:00:00.000+1000,4.8,7.5,38.8,18.1
dcu0000,tank0002,t002n003,2019-08-22 01:00:00.000+1000,4.8,8.1,37.7,18.1
dcu0000,tank0002,t002n004,2019-08-22 01:00:00.000+1000,4.8,8.2,38.5,18.1
dcu0000,tank0002,t002n005,2019-08-22 01:00:00.000+1000,4.8,7.6,32.8,18.1
dcu0000,tank0002,t002n006,2019-08-22 01:00:00.000+1000,4.8,8.3,42.9,18.1
dcu0000,tank0002,t002n007,2019-08-22 01:00:00.000+1000,4.8,8.5,46.5,18.1
dcu0000,tank0002,t002n008,2019-08-22 01:00:00.000+1000,4.8,7.7,40.5,18.1
dcu0000,tank0002,t002n009,2019-08-22 01:00:00.000+1000,4.8,8.2,48.3,18.1
dcu0000,tank0003,t003n000,2019-08-22 01:00:00.000+1000,4.8,8.0,37.5,18.1
dcu0000,tank0003,t003n001,2019-08-22 01:00:00.000+1000,4.8,8.3,31.2,18.1
dcu0000,tank0003,t003n002,2019-08-22 01:00:00.000+1000,4.8,8.2,44.1,18.1
dcu0000,tank0003,t003n003,2019-08-22 01:00:00.000+1000,4.8,8.0,38.1,18.1
dcu0000,tank0003,t003n004,2019-08-22 01:00:00.000+1000,4.8,8.4,42.2,18.1
dcu0000,tank0003,t003n005,2019-08-22 01:00:00.000+1000,4.8,8.3,36.4,18.1
dcu0000,tank0003,t003n006,2019-08-22 01:00:00.000+1000,4.8,7.8,41.2,18.1
dcu0000,tank0003,t003n007,2019-08-22 01:00:00.000+1000,4.8,8.4,38.8,18.1
dcu0000,tank0003,t003n008,2019-08-22 01:00:00.000+1000,4.8,8.4,48.0,18.1
dcu0000,tank0003,t003n009,2019-08-22 01:00:00.000+1000,4.8,8.4,38.0,18.1
dcu0000,tank0004,t004n000,2019-08-22 01:00:00.000+1000,4.8,8.2,49.2,18.1
dcu0000,tank0004,t004n001,2019-08-22 01:00:00.000+1000,4.8,8.3,38.1,18.1
dcu0000,tank0004,t004n002,2019-08-22 01:00:00.000+1000,4.8,7.5,37.5,18.1
dcu0000,tank0004,t004n003,2019-08-22 01:00:00.000+1000,4.8,7.6,49.8,18.1
dcu0000,tank0004,t004n004,2019-08-22 01:00:00.000+1000,4.8,7.6,43.2,18.1
dcu0000,tank0004,t004n005,2019-08-22 01:00:00.000+1000,4.8,7.8,46.4,18.1
dcu0000,tank0004,t004n006,2019-08-22 01:00:00.000+1000,4.8,8.5,42.0,18.1
dcu0000,tank0004,t004n007,2019-08-22 01:00:00.000+1000,4.8,7.5,42.2,18.1
dcu0000,tank0004,t004n008,2019-08-22 01:00:00.000+1000,4.8,7.9,34.6,18.1
dcu0000,tank0004,t004n009,2019-08-22 01:00:00.000+1000,4.8,7.5,37.1,18.1
dcu0000,tank0000,t000n000,2019-08-22 01:15:00.000+1000,4.7,7.7,41.8,18.1
dcu0000,tank0000,t000n001,2019-08-22 01:15:00.000+1000,4.7,7.6,33.7,18.1
dcu0000,tank0000,t000n002,2019-08-22 01:15:00.000+1000,4.7,8.2,36.3,18.1
dcu0000,tank0000,t000n003,2019-08-22 01:15:00.000+1000,4.7,7.8,31.8,18.1
dcu0000,tank0000,t000n004,2019-08-22 01:15:00.000+1000,4.7,7.8,41.3,18.1
dcu0000,tank0000,t000n005,2019-08-22 01:15:00.000+1000,4.7,8.4,43.8,18.1
dcu0000,tank0000,t000n006,2019-08-22 01:15:00.000+1000,4.7,8.3,35.9,18.1
dcu0000,tank0000,t000n007,2019-08-22 01:15:00.000+1000,4.7,8.3,48.9,18.1
dcu0000,tank0000,t000n008,2019-08-22 01:15:00.000+1000,4.7,7.8,33.6,18.1
dcu0000,tank0000,t000n009,2019-08-22 01:15:00.000+1000,4.7,7.9,38.9,18.1
dcu0000,tank0001,t001n000,2019-08-22 01:15:00.000+1000,4.7,7.6,47.7,18.1
dcu0000,tank0001,t001n001,2019-08-22 01:15:00.000+1000,4.7,8.2,40.9,18.1
dcu0000,tank0001,t001n002,2019-08-22 01:15:00.000+1000,4.7,7.7,37.4,18.1
dcu0000,tank0001,t001n003,2019-08-22 01:15:00.000+1000,4.7,8.5,48.9,18.1
dcu0000,tank0001,t001n004,2019-08-22 01:15:00.000+1000,4.7,8.4,35.2,18.1
dcu0000,tank0001,t001n005,2019-08-22 01:15:00.000+1000,4.7,8.2,30.8,18.1
dcu0000,tank0001,t001n006,2019-08-22 01:15:00.000+1000,4.7,8.1,49.8,18.1
dcu0000,tank0001,t001n007,2019-08-22 01:15:00.000+1000,4.7,8.4,36.2,18.1
dcu0000,tank0001,t001n008,2019-08-22 01:15:00.000+1000,4.7,7.6,43.1,18.1
dcu0000,tank0001,t001n009,2019-08-22 01:15:00.000+1000,4.7,7.5,41.1,18.1
dcu0000,tank0002,t002n000,2019-08-22 01:15:00.000+1000,4.7,8.1,49.0,18.1
dcu0000,tank0002,t002n001,2019-08-22 01:15:00.000+1000,4.7,7.6,44.8,18.1
dcu0000,tank0002,t002n002,2019-08-22 01:15:00.000+1000,4.7,7.6,43.5,18.1
dcu0000,tank0002,t002n003,2019-08-22 01:15:00.000+1000,4.7,7.8,35.8,18.1
dcu0000,tank0002,t002n004,2019-08-22 01:15:00.000+1000,4.7,7.7,40.1,18.1
dcu0000,tank0002,t002n005,2019-08-22 01:15:00.000+1000,4.7,8.4,42.1,18.1
dcu0000,tank0002,t002n006,2019-08-22 01:15:00.000+1000,4.7,7.8,42.3,18.1
dcu0000,tank0002,t002n007,2019-08-22 01:15:00.000+1000,4.7,8.0,40.4,18.1
